key,wearit_col_qnum,wearit_col_ques,wearit_col_label,filenames
"Somewhat likely,4",Q_5272,"IN THE FUTURE, what is the likelihood that you would <b>get food from a <u>food pantry</u> or <u>soup kitchen</u></b>?",food_pantry,Monthly_Survey
"Likely,5",Q_5272,"IN THE FUTURE, what is the likelihood that you would <b>get food from a <u>food pantry</u> or <u>soup kitchen</u></b>?",food_pantry,Monthly_Survey
"Very likely,6",Q_5272,"IN THE FUTURE, what is the likelihood that you would <b>get food from a <u>food pantry</u> or <u>soup kitchen</u></b>?",food_pantry,Monthly_Survey
"Very unlikely,1",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Unlikely,2",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Somewhat unlikely,3",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Somewhat likely,4",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Likely,5",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Very likely,6",Q_5273,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program </b>?",deprecated,Monthly_Survey
"Very unlikely,1",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Unlikely,2",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Somewhat unlikely,3",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Somewhat likely,4",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Likely,5",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Very likely,6",Q_5274,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>senior food program</u>, such as senior food box program</b>?",senior_food_program,Monthly_Survey
"Very unlikely,1",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"Unlikely,2",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"Somewhat unlikely,3",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"Somewhat likely,4",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"Likely,5",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"Very likely,6",Q_5275,"IN THE FUTURE, what is the likelihood that you would <b>stretch the food that you have by eating less</b>?",stretch_food,Monthly_Survey
"0,0",Q_5276,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>vigorous activity</u> (brisk walking, digging in the garden, strenuous sports, jogging, sustained swimming, chopping wood, heavy carpentry, bicycling on hills, etc.):</b>",vigorous_activity_weekday,Monthly_Survey
"24,24",Q_5276,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>vigorous activity</u> (brisk walking, digging in the garden, strenuous sports, jogging, sustained swimming, chopping wood, heavy carpentry, bicycling on hills, etc.):</b>",vigorous_activity_weekday,Monthly_Survey
"0,0",Q_5277,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>vigorous activity</u> (brisk walking, digging in the garden, strenuous sports, jogging, sustained swimming, chopping wood, heavy carpentry, bicycling on hills, etc.):</b>",vigorous_activity_weekend,Monthly_Survey
"24,24",Q_5277,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>vigorous activity</u> (brisk walking, digging in the garden, strenuous sports, jogging, sustained swimming, chopping wood, heavy carpentry, bicycling on hills, etc.):</b>",vigorous_activity_weekend,Monthly_Survey
"0,0",Q_5278,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>moderate activity</u> (heavy housework, light sports, regular walking, dancing, yard work, painting, repairing, light carpentry, bicycling on level ground, etc.):</b>",moderate_activity_weekday,Monthly_Survey
"24,24",Q_5278,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>moderate activity</u> (heavy housework, light sports, regular walking, dancing, yard work, painting, repairing, light carpentry, bicycling on level ground, etc.):</b>",moderate_activity_weekday,Monthly_Survey
"0,0",Q_5279,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>moderate activity</u> (heavy housework, light sports, regular walking, dancing, yard work, painting, repairing, light carpentry, bicycling on level ground, etc.):</b>",moderate_activity_weekend,Monthly_Survey
"24,24",Q_5279,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>moderate activity</u> (heavy housework, light sports, regular walking, dancing, yard work, painting, repairing, light carpentry, bicycling on level ground, etc.):</b>",moderate_activity_weekend,Monthly_Survey
"0,0",Q_5280,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>light activity</u> (office work, light housework, driving a car, strolling, personal care, standing with little motion, etc.):</b>",light_activity_weekday,Monthly_Survey
"24,24",Q_5280,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>light activity</u> (office work, light housework, driving a car, strolling, personal care, standing with little motion, etc.):</b>",light_activity_weekday,Monthly_Survey
"0,0",Q_5281,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>light activity</u> (office work, light housework, driving a car, strolling, personal care, standing with little motion, etc.):</b>",light_activity_weekend,Monthly_Survey
"24,24",Q_5281,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>light activity</u> (office work, light housework, driving a car, strolling, personal care, standing with little motion, etc.):</b>",light_activity_weekend,Monthly_Survey
"0,0",Q_5282,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend <b><u>sleeping and lying down</u> (including night-time, naps, reclining):</b>",sleeping_weekday,Monthly_Survey
"24,24",Q_5282,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend <b><u>sleeping and lying down</u> (including night-time, naps, reclining):</b>",sleeping_weekday,Monthly_Survey
"0,0",Q_5283,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend <b><u>sleeping and lying down</u> (including night-time, naps, reclining):</b>",sleeping_weekend,Monthly_Survey
"24,24",Q_5283,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend <b><u>sleeping and lying down</u> (including night-time, naps, reclining):</b>",sleeping_weekend,Monthly_Survey
"0,0",Q_5284,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>sitting activity</u> (eating, reading, watching TV, listening to the radio, etc.):</b>",sitting_weekday,Monthly_Survey
"24,24",Q_5284,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>sitting activity</u> (eating, reading, watching TV, listening to the radio, etc.):</b>",sitting_weekday,Monthly_Survey
"0,0",Q_5285,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>sitting activity</u> (eating, reading, watching TV, listening to the radio, etc.):</b>",sitting_weekend,Monthly_Survey
"24,24",Q_5285,"During the PAST 7 DAYS, on a usual DAY, how many hours did you spend doing <b><u>sitting activity</u> (eating, reading, watching TV, listening to the radio, etc.):</b>",sitting_weekend,Monthly_Survey
"Accept food from friends or family,1",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Borrow money from friends and family,2",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Buy different, cheaper foods,3",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Buy food on credit,4",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Buy foods that don't go bad quickly (e.g., pasta, beans, rice, canned foods),5",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Get food from a food pantry or soup kitchen,6",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Sign up for or continue participation in a government program, such as SNAP, USDA’s monthly commodity supplemental food program,7",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Sign up for or continue participation in a senior food program, such as senior food box program,8",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Stretch the food that I have by eating less,9",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"None of the above,10",Q_5287,"IN THE PAST 30 DAYS, have you used any of the following strategies?",food_strategies,Monthly_Survey
"Very unlikely,1",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Unlikely,2",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Somewhat unlikely,3",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Somewhat likely,4",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Likely,5",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Very likely,6",Q_5288,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA’s monthly commodity supplemental food program</b>?",deprecated,Monthly_Survey
"Very unlikely,1",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"Unlikely,2",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"Somewhat unlikely,3",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"Somewhat likely,4",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"Likely,5",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"Very likely,6",Q_5289,"IN THE FUTURE, what is the likelihood that you would <b>sign up for or continue participation in a <u>government program</u>, such as SNAP, USDA's monthly commodity supplemental food program</b>?",government_program,Monthly_Survey
"No Response,-1",Q_5291,"There are several statements that people have made about their food situation. For these statements, please choose <b>ONE</b> option to identify how often the following occurred in <b><i>your household</i></b> in the <b><u>LAST 30 DAYS</u></b>.",deprecated,Monthly_Survey
"No Response,-1",Q_5292,Next please tell us whether or not the following food situations occurred to <u><b>you</b></u> in the <b><u>LAST 30 DAYS.</u></b>,deprecated,Monthly_Survey
NA,Participant ID,Participant ID,Participant ID,Monthly_Survey
NA,Survey Date Completed,Survey Date Completed,Survey Date Completed,Monthly_Survey
NA,Survey Date Submitted,Survey Date Submitted,Survey Date Submitted,Monthly_Survey
NA,External ID,NA,NA,Monthly_Survey
NA,Alert Times,NA,NA,Monthly_Survey
NA,Model,NA,NA,Monthly_Survey
NA,OS,NA,NA,Monthly_Survey
